# code|package|url|sha256|display_name
frc|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cajun French
yue|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cantonese
cps|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Capiznon
car|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Carib
crr|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Carolina Algonquian
ca|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Catalan
cay|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cayuga
ceb|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cebuano
tzm|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Central Atlas Tamazight
dtp|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Central Dusun
